train_loss,train_acc,test_loss,test_acc
6.341162422546358,0.0030506916294036524,6.270377297564614,0.003247675881946982
6.176478301852579,0.005181996740356889,6.1451462785853,0.005480453050785532
6.0509581643772155,0.006268544443980108,6.0625671237006635,0.006048796330126253
5.942166576005287,0.008232688369760542,5.94637084149542,0.010433158770754678
5.815669254063215,0.013707217184169836,5.8408486219115066,0.01384321844679901
5.658107951838302,0.02265034059091479,5.691077255648101,0.021556448666423093
5.511129035887534,0.028709933553428893,5.606036285290749,0.02289611496772622
5.384202885614794,0.03573070333068661,5.4988340270488765,0.028944911297852476
5.2594456245230745,0.041414183626561914,5.384844169621345,0.03231437502537247
5.156700571778276,0.049270759329683646,5.33566899666062,0.03580562659846547
5.059556938521945,0.054870659032972544,5.271876142341782,0.03974343360532619
4.971064383797592,0.06180784821764386,5.197380493799613,0.04420898794300329
4.885564702627946,0.06861966651343558,5.168385553644543,0.04611699752364714
4.820801780736871,0.07263153495758284,5.146703324673919,0.04940526935411846
4.755500395093053,0.08027915917923859,5.146578887713665,0.04997361263345918
4.6719878850646195,0.09035062058589996,5.119404322394586,0.05196281411115171
4.610285047452774,0.09390279577082201,5.044632370732412,0.057199691470791215
4.5384628373893365,0.10334740273308538,5.032401850824306,0.06024438761011651
4.469361487131989,0.1103681725103431,4.978032013107168,0.06272074047010108
4.402152402515851,0.1169292490283756,4.99902549398002,0.06491292169041529
4.3332773272823495,0.12633206569434577,4.97575105713108,0.06649616368286446
4.276669962396494,0.1330185131012579,4.9722727169408065,0.07039337474120083
4.218034333264894,0.14083329850808643,4.946892418476366,0.07420939390248853
4.150736685148717,0.14902419658155378,4.950335010688382,0.07473714123330491
4.08468182786687,0.1573822558401939,4.919899751637423,0.07684813055657046
4.0155233226710605,0.16419407413598563,4.941073197799309,0.07826898875492226
3.9473516436713982,0.17777592043127585,4.935282296928821,0.07883733203426298
3.898156693030641,0.18212211124576874,4.917982341630235,0.08155726058539357
3.802424590214679,0.196748714948389,4.9509896668747855,0.0805017659237608
3.7485718485993105,0.20569183835513394,4.993014699343337,0.07660455486542443
