train_loss,train_acc,test_loss,test_acc
6.250228408007781,0.0038029169626812654,6.130971964474249,0.005480453050785532
5.980490677853604,0.009653558443729365,5.925315200108943,0.011975804814679495
5.664140381263658,0.02043545488737515,5.6390368155332045,0.023180286607396582
5.361415386658276,0.036232186886205026,5.409302810598019,0.03361344537815126
5.140083454590724,0.04935433992227005,5.301589833123575,0.038931514634839445
4.973451224704149,0.06339587947678549,5.2186750468434235,0.04709130028823123
4.802313348852321,0.07756278992018054,5.148117038696763,0.05066374375837292
4.6540783183255545,0.09348489280789,5.01927020357843,0.06194941744813868
4.491351435319884,0.10903088302896068,4.974133786894598,0.06860715300612999
4.345195203136524,0.12486940532408375,4.90717707062418,0.07311330329233143
4.192731299996749,0.14325713569309206,4.921431939900877,0.07948686721065237
4.04948125112131,0.1624806719879644,4.841491690294871,0.08606341087159501
3.8682819030722184,0.18918467131931965,4.823470077468964,0.0904071773636991
3.693917763876334,0.2099544485770404,4.853378353080956,0.09207161125319693
3.533419141409126,0.23565548079735885,4.840327526742636,0.0958470344659603
3.361045215206472,0.26006101383258806,4.888445858561842,0.09629358989972801
3.1551637358101328,0.2892724309415354,4.902015110861102,0.10136808346527017
2.9467251073143896,0.3260061013832588,4.962497564740968,0.1009621239800268
2.747217834048128,0.3596890801955786,5.003434012685619,0.10595542564852027
2.489013062950621,0.40837477537715744,5.140940057071346,0.10108391182559981
2.260113655218105,0.4533411341886414,5.303861557142804,0.09820159948037185
1.9971154538083302,0.5075849387772159,5.352508983295369,0.10839118255998051
1.7275236732029449,0.5692674161059802,5.54076789920147,0.10278894166362197
1.4895340436838738,0.6253917840277488,5.706252020614154,0.10331668899443835
1.2481233874566526,0.6806803460236533,5.928581713042799,0.0982421954288962
1.0770429826429413,0.72476910861298,6.102364255813551,0.09848577112004223
0.8760596316967404,0.778887542312675,6.255306251542759,0.10120569967117282
0.7299503386132751,0.8148689874211208,6.418492211313325,0.09669954938497138
0.6113315309661794,0.8423252120857537,6.658690995712816,0.09479153980432753
0.5106301115244071,0.8742112081574659,6.782046838426727,0.09540047903219259
